country,activity_sector,number_of_full_time_employees,percentage_of_telework,annual_consumption_of_electricity,annual_consumption_of_natural_gas,annual_consumption_of_propane,annual_consumption_of_fuel,annual_consumption_of_coal,annual_consumption_of_refrigerant,annual_consumption_of_GPL,fuel_consumption_of_gasoline,fuel_consumption_of_diesel,consumption_of_LPG,number_of_short_haul_round_trip,number_of_medium_haul_round_trip,number_of_long_haul_round_trip,tons_of_air_freight_lt_3000,tons_of_air_freight_gt_3000,tons_of_sea_freight_lt_3000,tons_of_sea_freight_gt_3000,expenses_of_paper,expenses_of_small_office_supplies,built_area_of_company,number_of_light_duty_vehicles,number_of_commercial_vehicles,number_of_heavy_vehicles,number_of_desktop_computers,number_of_laptops,number_of_individual_printers,number_of_servers,number_of_multifunction_printers,number_of_flat_panel_screens,carbon_footprint
Japan,Retail,4319,89.48582331141742,146566.97339546116,76645.76569610342,125172.82035205126,168935.6171570403,2430.9476245907913,3708.818485355688,21875.996425163,101051.97036152169,474990.8298235694,37413.86594866491,440,199,56,7936.1407233619175,850.8966954838803,30683.241913819176,80220.94923481878,18096.73911461482,31536.51879200674,76404.74587766833,137,188,11,846,943,154,71,147,1380,3159088.617652541
Canada,Retail,3792,41.17887473804151,214100.3444595698,457575.2152358993,61240.24937821448,199736.53158239822,3519.20630809597,1442.8063146267273,2285.3663291121597,205666.83972886825,194097.40929035202,39905.53398886081,468,228,133,7781.440654219235,15229.47737066624,22531.13047444031,2057.4150926610855,65108.21209834851,30380.703575234118,62705.005423252594,90,40,73,382,140,323,60,185,1664,3420277.5098575633
Germany,Manufacturing,1531,58.699098901027554,912056.5400183684,422270.1920919136,88408.44267176828,288737.6061160179,7720.098385831034,1621.316029678318,88954.74557824657,408716.5576901782,10470.862212401233,125031.55042245153,401,79,0,4305.968229743822,2558.3676532872037,30397.732422146877,42118.83735046093,47514.812336085655,8268.671151297836,6259.5033723005,99,25,0,665,770,151,71,31,299,3739025.030531485
Germany,Manufacturing,2739,41.420958238888936,644488.8809850456,5044.581398238046,121696.50158091962,74132.23652929679,5338.602064281001,4893.8086000355315,15706.098820444491,114850.37679081118,44079.49134005124,13870.259768388716,392,140,125,4753.375285972888,14498.227479002628,45973.219382875584,33514.709060687506,92641.59550136952,33429.520208805916,40604.927882248216,100,188,51,342,1212,301,3,51,1023,2055185.2816899426
Japan,Retail,4913,7.853712118495759,522723.4876112056,373256.3487282279,28634.887393319874,59551.78907442626,8607.329297575086,1329.0741464082735,199283.21739654118,42702.09595017127,241252.00154497544,170537.98473332424,487,200,91,9025.89788916349,7043.031607898502,40766.4124920645,94687.74824337607,60251.768821659614,34533.257049279906,40880.956828166556,191,46,49,329,976,452,38,143,848,3495512.9012877843
Australia,Finance,4882,88.61179203432128,228530.72726963085,263532.8710750109,51553.225617888995,91865.07694682239,8022.931057052907,3093.088077254988,93483.10497855321,462697.8802953929,147518.35530463158,97251.63017543872,150,87,13,7858.397441692175,12303.986937802258,10859.667381813715,13828.274908664507,84150.89398719923,18142.01474282725,32883.597741253136,25,96,20,159,1640,207,98,8,1061,3155411.958090324
France,Transport,3372,72.21902531752403,97967.02925615344,322618.2077188626,45008.021214155415,59918.13218895786,650.409472964899,1696.1348577522133,40317.076979233505,253586.66237857903,19874.170801411296,192158.24496820013,78,97,187,5795.4628348704055,12085.134147819896,15160.632504490113,46797.75194888849,36561.14706399335,28738.272885629172,10741.743439255551,171,56,29,423,646,166,70,47,298,2585657.333201002
Australia,Retail,2573,46.42739077070831,942559.3053511156,19830.412120637466,181749.75798296576,11082.067253393945,6059.283946246688,4173.644821136301,179869.81678435663,367205.9828809662,85453.57835087347,157153.6051825233,287,153,57,3316.6498254353583,12075.840640503207,15523.114606953935,95722.56256426401,25159.315248746676,6480.834199232021,96700.52598218973,185,197,23,984,964,189,54,100,1617,3264323.0342820906
Japan,Transport,1848,16.235228721168625,538028.8135618619,218722.8225221712,18472.08411241046,463778.92954764306,1974.8019169584663,1118.5055009267953,165544.86248290355,415284.52041955304,286884.6440491406,165334.64399366168,136,92,146,8759.828903473104,4686.878156550447,12855.83009205819,43039.115500611166,47349.20317632577,10606.725253579072,6636.60571939834,90,113,16,128,757,88,49,89,551,4733040.107691737
Germany,IT,3028,17.697548093591397,134411.82197962154,236641.84970017915,198993.6074308078,468107.860217579,1589.3094875008196,1656.8530564040484,163483.4312825181,181174.89197975805,465752.88233232754,180965.38797654997,294,18,82,32.708597078240366,19748.634501625475,41592.46549288066,59212.775041157285,50317.80694262194,15197.192162277195,85785.58875770797,100,146,55,355,754,280,45,20,742,4854341.5327741075
Australia,Finance,4783,66.4059965251141,464467.95779460453,64062.81373372619,114895.43304217658,44785.07896504697,4645.293557873541,2433.005720926225,39343.86354440007,147066.66553278523,260848.16362619828,95697.54919631044,444,65,147,3966.179934731078,14823.44949110897,21103.95852528871,18474.227380991048,14972.408590030247,4427.336236069431,7555.061873613783,27,118,28,226,1447,34,79,141,1739,2431934.8081818
Brazil,Transport,311,93.71855172500851,616621.3575271427,464735.91424206,143091.44333235364,491172.03870328824,7497.056918267365,2268.1213386796294,190735.04901026568,382698.7027333283,41918.90323297126,177304.81998345218,48,203,16,4926.371179545591,6452.287908660226,49749.690481113474,14295.428974409375,16558.01697784968,33681.196801400736,95685.78652365848,83,101,64,450,1766,109,20,195,829,4940043.87269993
Canada,IT,536,42.851116084670224,689100.8289727985,5909.978486262346,145228.6651446133,233620.32831419865,8972.809763058243,4263.837417577995,50625.89487690497,115124.03758139545,156005.90179014063,89747.35944398449,12,106,22,4890.171689191822,19222.540915522983,38821.53141141455,52697.02181423339,33191.588296388756,25782.330934294376,4818.789996917963,66,80,17,622,1382,339,95,52,1858,2520235.3781402158
Germany,Transport,556,44.47689732923471,95742.11163212864,46855.89069643309,183135.05203270822,24032.313266172223,8331.841942656753,2485.2839898371353,76271.31860390419,385018.1946382738,13276.871805582625,101182.50271207272,291,23,66,1558.7207613577948,6333.19084101553,19311.86858161581,41357.90811500167,19794.960927778677,47088.387618027744,31703.07899625851,184,143,62,574,803,460,48,142,71,2441967.785584023
China,IT,355,68.5676397002497,707667.6009016788,284416.3150369899,34722.31233050538,442781.17116282304,9821.285483861111,2618.9311857753864,88730.82902705704,216160.2778089215,107893.23979379417,103538.99779921764,429,272,1,4069.2265519758253,13202.982559851365,35634.049966192135,53517.89083585816,43842.60484861479,25032.41660430338,11893.344745780294,41,51,46,635,1634,36,46,142,872,3905516.566607483
China,Agriculture,64,85.50511443890797,777306.4914526291,2163.794021658616,194052.9823917726,339409.53358574334,1303.1025951863628,3693.687809536764,157532.6571202084,310250.07053288526,322442.8483979389,189417.37503679405,48,63,160,7161.907463012049,18397.581191024787,38959.42393038894,19011.276183995495,86653.33884710146,32430.207177342032,35256.32608172252,111,164,20,583,633,80,9,11,1784,4168375.064009659
China,Agriculture,2681,80.3758728388203,370774.2164489525,496833.59013506165,71746.34598253525,475141.36857518455,3401.5272056021518,3232.510652391463,45886.5559653804,112977.00668575699,180517.29202342415,158117.17001813016,134,256,58,5191.411472284101,13200.491486980423,38089.003594993075,20617.1342998824,40833.55739760096,46079.8885997949,98257.43365546869,199,43,27,736,1293,29,69,88,1153,4181971.887708654
Australia,Healthcare,1358,71.46733161484971,671035.3262735185,14901.070338968148,85918.80988036717,444946.5015298702,1661.4089983328872,3862.0109279731623,178139.8973868157,367165.3576246422,382063.36770528986,78350.22681130053,182,260,196,9224.650822116724,2022.1697897311542,15823.739388702596,93378.63689145535,55688.6159165051,15256.696315139818,69315.0521017108,182,111,53,271,618,111,28,25,1553,4795649.339205023
India,Manufacturing,540,25.9094720260448,103191.4051431743,315376.6462693688,44826.37725801435,251742.9282148624,4091.2295240659923,1095.988467661233,18067.051990804917,372486.723255884,353019.8455511633,87864.0623562569,60,66,30,3659.3099615630176,13749.710375917113,33559.79361964618,97957.54123035091,71025.416135587,38363.41949298795,11101.043272855835,89,135,38,616,1708,405,59,132,342,4137948.958088161
India,Healthcare,125,17.16046964660046,994034.9604144766,180765.64860651467,63914.153861676896,119716.77198604846,6185.270673835263,2606.4447556917044,197765.52873529893,108106.83378058388,333841.9356435252,76124.35872802907,128,280,183,8926.242806005706,10510.907735476396,48039.14561590264,4499.069275276479,14494.667265536102,1506.6955177705315,44180.89828028541,59,86,52,375,1374,310,15,98,781,3604433.566083314
China,Transport,2886,0.7186784301647653,76797.97507120032,56269.003106236174,24693.017167643426,227012.2967490726,9406.036020250012,2740.5074965118065,191997.89557828844,131178.23131643364,417633.96189326496,114146.55782254324,210,208,78,5906.878539009567,4226.608491121507,47344.80810281077,54587.3162699546,24714.901992950414,24216.007603511393,40727.9581238222,15,22,41,262,1520,336,23,108,640,3236767.2340461644
India,IT,4501,96.9560188461126,206960.6220458498,431589.1793249073,118481.8584406723,20635.452145904954,168.0767086529933,4804.368804907566,77126.49636079109,156187.6605118788,439453.9155215716,176725.09736090226,163,110,149,8248.517003945992,1706.7066220505023,16822.304495041128,84608.3763695483,37178.67161336978,14619.026928211608,38183.45122897224,72,100,29,237,20,54,59,124,654,3625582.4994593803
USA,Healthcare,2049,43.3556875138044,760018.2956117917,272977.08932542894,194322.09663239808,277324.18735562154,8813.672317552951,1001.5203408231005,174015.02199275696,215180.85826197625,292626.51190540957,171972.82270120175,294,228,106,7495.287096520652,5058.9849591447655,42086.485459157586,80039.63550851548,98084.45686652925,1139.4587119279752,80347.80570181312,168,81,58,297,1549,27,8,53,87,4469066.970986941
Japan,Healthcare,1067,19.890455780095284,960101.9877888757,335600.5560009826,179486.55223738315,132150.3067328724,8606.124740804165,4239.642349577865,168069.49324758112,65159.7782443174,435379.6640941777,121149.23791229486,165,159,73,8397.71974194844,2169.0908772099606,22290.020723258585,43612.26123369175,53444.02090929722,3219.3893885021444,75154.02731966616,15,188,73,200,911,268,61,53,1183,4280113.894191769
Germany,Finance,1327,12.242476062956287,258525.4229735085,393153.9101374366,95326.03793914798,411066.59583305713,5345.657851128107,4452.074664640006,128146.88518740567,176989.71974495042,85555.91328655194,117394.59670365015,157,13,156,7540.528769348326,15294.811470253486,40312.219685998476,68600.45372749164,27601.39909583084,36719.09994896933,49565.64696712345,126,186,8,701,1458,100,78,52,1062,3940813.0224927743
Germany,Healthcare,3637,14.953119526264713,103018.11298092695,276050.7743438412,86968.8387877273,24530.50249245897,3051.216888675118,2752.07865588088,147901.10253844084,266530.87785113254,65651.94532717312,140002.45509501116,284,92,108,2678.0599158654195,2330.181830913216,919.1360311279262,8136.3680755562555,65270.1394766875,28807.93793729512,72893.52389533729,178,161,13,720,7,326,83,142,1859,2697939.494446311
Brazil,Finance,2264,33.514448073146255,145612.37197124356,126122.660753406,111357.77878767381,335156.8849979797,2871.493090354528,2674.2743718716883,179526.31751902716,76904.7826298862,271032.7287586563,86783.42507815204,159,87,145,2945.9836968958266,3936.150055991647,47648.69890891783,31542.55352375296,51486.77202301967,14911.823025977108,27394.314531630655,141,41,65,91,1396,481,9,122,1310,3339539.1818585303
USA,Agriculture,1001,85.86213426977761,684819.1212119614,156080.34883051514,117715.47861052523,376607.63779204304,8522.519816360711,73.42293796882338,129427.99130523662,351882.12657773413,494635.72720971983,57923.869845081776,248,78,118,3914.9486146988497,2132.0573387674367,17691.046085856877,49796.596636909526,82927.00713420773,17551.104511359477,12975.692130659207,31,118,93,667,52,357,66,155,299,4981063.87189714
Brazil,Healthcare,3145,97.02955901445988,512572.89829148795,412795.87044533365,145688.0195622529,434862.870925529,4240.513612651218,2073.674417192074,133279.29088169156,49953.56169214504,429565.32280619047,90635.39245424447,429,48,14,8273.048224511971,10922.225728986941,45841.41335837909,919.1275087214512,32058.510941353474,34160.95522676505,24297.527580830818,84,41,44,753,1932,201,52,83,1717,4441325.874696972
UK,Transport,2485,50.71750431753127,883771.7185803289,393079.12893843,6034.772287711321,241572.4304578274,6767.948614119367,737.1974859275405,39925.58103855979,61163.205935498125,4354.661262750914,33008.55867904409,88,272,141,5959.01480913459,6507.68165265899,498.73298051619776,16698.29058797129,44881.57894095201,38162.20481871521,3657.8582901344803,186,79,26,904,904,138,57,10,753,2916880.861967062
Brazil,Agriculture,3351,31.846216230108183,105335.71869474181,7218.98834386775,38052.1954061674,171740.66542818845,9823.062499559266,3585.2267103222875,94683.73140880691,9083.955070491867,26960.605716372876,86082.2036717106,95,283,158,1291.302624232451,17891.23450943264,30872.897715899722,46367.775004269984,73053.47290947534,2985.9462248604364,57436.208810137716,197,184,43,497,768,361,72,143,911,2125821.5664173905
USA,Healthcare,3055,17.5461752716673,503918.3596437295,289398.1966128814,8760.527416644882,293569.0907375615,6828.034738665343,537.3076339648841,5027.5201866248235,102546.5639199159,147679.9678481016,118963.55009146311,70,295,90,7149.936985073927,212.73430697565266,18122.968402768915,99157.58168592828,8945.055811960547,44273.3042176069,88677.70695498769,122,8,42,451,408,108,23,167,1250,3114037.9882069
China,IT,1087,28.741964880639415,614474.1369925857,376660.53485492954,148291.1402208431,119792.95890374247,3277.639125844546,1403.877673506384,26048.167787498143,447829.66084985866,417488.91621783876,33185.5691449432,416,154,128,8478.28776884354,694.0088223647379,8071.29712665457,69328.7761585719,69447.59366160825,30350.46398712699,42443.58491914229,176,113,97,520,1042,452,61,66,305,4764668.763045736
USA,Agriculture,4238,61.903389046358946,863287.4140287578,50340.66851519287,83050.63019022332,279497.1907860772,8749.246682456727,2051.386179149137,148424.51001715782,11881.652150371736,474612.3969201168,29175.600071378583,444,168,26,8836.63006672405,15635.150625614624,4310.70288279754,35058.779051136946,68507.6396330322,39746.0716761192,36887.61643282876,55,45,59,275,851,312,88,97,660,3540425.8755092174
USA,IT,2811,94.52566605861146,555963.6114249895,306720.45110997424,2813.2826216785033,439019.3856525747,8987.492828010258,1073.3346955179163,121273.95231602523,304235.19321543165,475235.0264482978,65852.65170636708,301,292,140,6397.160103831471,4995.537989673961,35835.6266571106,47209.02497383751,78288.69449274211,21721.317953477443,56894.657882618834,163,36,56,650,1405,219,35,122,809,5145429.159018254
UK,Retail,2244,49.11196313265468,186621.7959234673,233098.47184230646,170024.20783904716,453268.91579703643,7629.93054933048,3037.062862860416,92804.7521027485,444232.0297791492,395548.1046305632,114972.77145421761,39,76,194,668.7991198803755,15161.90363255472,2932.3048876172375,89791.91221121569,87182.6011846756,23602.344421531605,2073.660893890139,117,97,0,886,709,277,83,98,863,4753133.478952479
UK,Agriculture,2263,13.981681862056583,889370.2602314182,108892.02382742042,42525.78240780187,256727.48712263166,9560.51424445276,488.2545442072539,26047.012479854326,361516.35234685196,170606.25806063568,98302.86007867755,305,285,145,7434.067778350411,16910.080320436755,14590.977201749616,60877.8887213982,34069.26108287271,28763.59387859124,61872.17347719568,159,128,64,928,1397,466,53,48,75,3970740.942714976
USA,Retail,3720,94.61834014370535,866435.0475907025,318805.22961856745,34251.19064268916,262854.3296182212,8167.462440683773,429.1123021507842,161867.26138058468,69473.63730356154,142416.76581512697,180962.38616531,184,73,106,9599.903957082373,1651.2410761799101,48644.41862247254,87764.12123228348,68503.87954082139,1585.6652529400894,59101.225293344374,30,84,34,744,1640,158,59,103,39,3618212.4029869926
Canada,Finance,555,96.28614308014721,873854.9409803988,149832.0631765344,51002.34311295888,40340.57722976175,2339.8347683101215,4626.036299271858,58952.24203147422,489273.0002871314,167491.03809116312,114543.75686325516,187,178,183,2543.168077665432,15503.296228429264,29920.6363962352,70308.34093076634,6498.699573099053,47642.028361247176,42120.555873843696,8,96,18,822,1310,351,45,84,1613,3389341.858720427
